raw_filename,run_id,source_commit,schema_version,method_identity,cohort,execution_index,configured_concurrency,repetition,pair_index,position_in_pair,cell_id,protection_mode,protection_bound,planned,offered,dispatched,capacity_attempted,capacity_admitted,capacity_refused,protected_writer_entered,writer_terminal,terminal,acknowledged_accepted,acceptance_proportion,refusal_proportion,acknowledged_accepted_throughput_per_second,observed_elapsed_ns,public_call_p50_ms,public_call_p95_ms,accepted_public_call_p50_ms,protected_body_p50_ms,protected_body_p95_ms,public_call_sample_count,admitted_latency_sample_count,public_call_max_overlap,protected_body_max_overlap,native_writer_failures,problems_count,harness_failures_count,residual_count,incomplete,cleanup_completed,last_capacity_refusal_ns,first_protected_body_completion_ns,last_refusal_before_first_completion,refusal_to_first_completion_gap_ms,business_uow_p50_ms,append_admission_p50_ms,commit_finalization_p50_ms,validation_runtime_p50_us,preliminary_idempotency_p50_ms,accepted_history_load_p50_ms,preliminary_read_cleanup_p50_ms,authoritative_idempotency_p50_ms,idempotency_record_p50_ms,producer_write_invocation_p50_ms
026-recorded-n16-unprotected-r01.json,pr4-20260910T114905838802Z-e08b79801f9f,e08b79801f9f2c28ad050902700287df5c4968bf,1,pr4-protected-vs-unprotected-v1,recorded,26,16,1,13,0,pr4-level-3-recorded-unprotected,unprotected,,512,512,512,,,,,512,512,512,1,,1133.7245010579222,451608834,13.808125,17.4636894,13.808125,,,512,512,16,,0,0,0,0,false,true,,,,,8.3333955,2.67075,1.5321665,6.7915,2.6938125,1.2933755,1.185042,2.6164585,1.28575,13.7817705
027-recorded-n16-protected-r01.json,pr4-20260910T114905838802Z-e08b79801f9f,e08b79801f9f2c28ad050902700287df5c4968bf,1,pr4-protected-vs-unprotected-v1,recorded,27,16,1,13,1,pr4-level-3-recorded-protected,protected,8,512,512,512,512,8,504,8,8,512,8,0.015625,0.984375,364.74786644155034,21932959,0.001709,0.00204145,21.303458,21.296188,21.6777455,512,8,9,8,0,0,0,0,false,true,4615239159078791,4615239168162541,true,9.08375,3.979396,1.2024795,0.9096455,10.563,15.840687,0.6236875,0.586792,1.240604,0.673167,21.2662295
028-recorded-n32-protected-r01.json,pr4-20260910T114905838802Z-e08b79801f9f,e08b79801f9f2c28ad050902700287df5c4968bf,1,pr4-protected-vs-unprotected-v1,recorded,28,32,1,14,0,pr4-level-4-recorded-protected,protected,8,512,512,512,512,8,504,8,8,512,8,0.015625,0.984375,342.7322805911481,23341834,0.001916,0.002375,22.2725835,22.2087705,22.77222775,512,8,9,8,0,0,0,0,false,true,4615240457613250,4615240466519625,true,8.906375,5.9500205,1.3353955,1.607188,12.3955,14.8397705,0.659063,0.571,2.1715625,0.7026665,22.156104
029-recorded-n32-unprotected-r01.json,pr4-20260910T114905838802Z-e08b79801f9f,e08b79801f9f2c28ad050902700287df5c4968bf,1,pr4-protected-vs-unprotected-v1,recorded,29,32,1,14,1,pr4-level-4-recorded-unprotected,unprotected,,512,512,512,,,,,512,512,512,1,,1099.940241664562,465479833,28.6269585,35.8989208,28.6269585,,,512,512,32,,0,0,0,0,false,true,,,,,16.827375,5.4230625,2.7642495,6.833,5.620813,2.7796665,2.550521,5.4125835,2.6583335,28.5991875
030-recorded-n8-unprotected-r02.json,pr4-20260910T114905838802Z-e08b79801f9f,e08b79801f9f2c28ad050902700287df5c4968bf,1,pr4-protected-vs-unprotected-v1,recorded,30,8,2,15,0,pr4-level-0-recorded-unprotected,unprotected,,512,512,512,,,,,512,512,512,1,,1142.694115095847,448063916,6.6015625,10.849329099999997,6.6015625,,,512,512,8,,0,0,0,0,false,true,,,,,4.0924375,1.200875,0.759333,6.792,1.1689585,0.5495,0.493938,1.2122295,0.5522715,6.5762085
031-recorded-n8-protected-r02.json,pr4-20260910T114905838802Z-e08b79801f9f,e08b79801f9f2c28ad050902700287df5c4968bf,1,pr4-protected-vs-unprotected-v1,recorded,31,8,2,15,1,pr4-level-0-recorded-protected,protected,8,512,512,512,512,512,0,512,512,512,512,1,0,1175.2920096209496,435636417,6.6265415,8.869877050000001,6.6265415,6.6215415,8.86476845,512,512,8,8,0,0,0,0,false,true,,4615245644550708,,,4.0005415,1.1613125,0.747437,6.667,1.1709165,0.5594795,0.4753335,1.1327915,0.544188,6.59625
032-recorded-n10-protected-r02.json,pr4-20260910T114905838802Z-e08b79801f9f,e08b79801f9f2c28ad050902700287df5c4968bf,1,pr4-protected-vs-unprotected-v1,recorded,32,10,2,16,0,pr4-level-1-recorded-protected,protected,8,512,512,512,512,8,504,8,8,512,8,0.015625,0.984375,419.1261073966642,19087334,0.001625,0.0029081499999999982,18.4643955,18.4566665,18.76066075,512,8,9,8,0,0,0,0,false,true,4615247577249291,4615247583303791,true,6.0545,4.0875625,1.325479,0.8425835,8.229,12.8318755,0.818771,0.491875,1.25375,0.5715,18.4105205
033-recorded-n10-unprotected-r02.json,pr4-20260910T114905838802Z-e08b79801f9f,e08b79801f9f2c28ad050902700287df5c4968bf,1,pr4-protected-vs-unprotected-v1,recorded,33,10,2,16,1,pr4-level-1-recorded-unprotected,unprotected,,512,512,512,,,,,512,512,512,1,,1158.9083258312317,441795083,8.401625,10.70433575,8.401625,,,512,512,10,,0,0,0,0,false,true,,,,,5.0677915,1.639625,0.955458,6.5,1.588646,0.775646,0.6561875,1.5236875,0.801521,8.374833
034-recorded-n12-unprotected-r02.json,pr4-20260910T114905838802Z-e08b79801f9f,e08b79801f9f2c28ad050902700287df5c4968bf,1,pr4-protected-vs-unprotected-v1,recorded,34,12,2,17,0,pr4-level-2-recorded-unprotected,unprotected,,512,512,512,,,,,512,512,512,1,,1099.2721079562502,465762750,10.6297705,14.26296075,10.6297705,,,512,512,12,,0,0,0,0,false,true,,,,,6.447938,2.052604,1.21575,6.958,2.002959,0.9967085,0.8766035,1.959125,0.993416,10.6018335
035-recorded-n12-protected-r02.json,pr4-20260910T114905838802Z-e08b79801f9f,e08b79801f9f2c28ad050902700287df5c4968bf,1,pr4-protected-vs-unprotected-v1,recorded,35,12,2,17,1,pr4-level-2-recorded-protected,protected,8,512,512,512,512,8,504,8,8,512,8,0.015625,0.984375,386.49365085139476,20698917,0.001833,0.004792,20.042,20.0334165,20.4073351,512,8,9,8,0,0,0,0,false,true,4615252638106083,4615252645803583,true,7.6975,4.4961465,1.270167,1.377271,9.917,13.9272085,0.6887085,0.4930835,1.157979,0.5815415,20.0024165
036-recorded-n16-protected-r02.json,pr4-20260910T114905838802Z-e08b79801f9f,e08b79801f9f2c28ad050902700287df5c4968bf,1,pr4-protected-vs-unprotected-v1,recorded,36,16,2,18,0,pr4-level-3-recorded-protected,protected,8,512,512,512,512,8,504,8,8,512,8,0.015625,0.984375,371.20959621351363,21551167,0.00175,0.00225,20.710917,20.7023335,21.0340647,512,8,9,8,0,0,0,0,false,true,4615253812618791,4615253820338833,true,7.720042,5.2272915,1.394292,0.9115,8.625,13.730792,0.768104,0.7216045,1.315646,1.457958,20.6650625
037-recorded-n16-unprotected-r02.json,pr4-20260910T114905838802Z-e08b79801f9f,e08b79801f9f2c28ad050902700287df5c4968bf,1,pr4-protected-vs-unprotected-v1,recorded,37,16,2,18,1,pr4-level-3-recorded-unprotected,unprotected,,512,512,512,,,,,512,512,512,1,,1091.686664895149,468999042,14.285333,17.490152300000002,14.285333,,,512,512,16,,0,0,0,0,false,true,,,,,8.68975,2.7703955,1.619542,6.6665,2.6525835,1.3202705,1.2772085,2.719375,1.3540625,14.2600625
038-recorded-n32-unprotected-r02.json,pr4-20260910T114905838802Z-e08b79801f9f,e08b79801f9f2c28ad050902700287df5c4968bf,1,pr4-protected-vs-unprotected-v1,recorded,38,32,2,19,0,pr4-level-4-recorded-unprotected,unprotected,,512,512,512,,,,,512,512,512,1,,1114.188750455313,459527167,28.076104,35.7168455,28.076104,,,512,512,32,,0,0,0,0,false,true,,,,,16.790125,5.58325,2.749146,6.833,5.5116045,2.598542,2.5853955,5.2618125,2.557166,28.051708
039-recorded-n32-protected-r02.json,pr4-20260910T114905838802Z-e08b79801f9f,e08b79801f9f2c28ad050902700287df5c4968bf,1,pr4-protected-vs-unprotected-v1,recorded,39,32,2,19,1,pr4-level-4-recorded-protected,protected,8,512,512,512,512,8,504,8,8,512,8,0.015625,0.984375,316.7517112016273,25256375,0.001875,0.003954349999999999,24.446979,24.4377915,24.7332602,512,8,9,8,0,0,0,0,false,true,4615259083833041,4615259095587291,true,11.75425,5.392854,1.7505415,1.299875,9.396,17.0277915,1.019792,0.779,1.8235205,0.7446045,24.402458
040-recorded-n8-protected-r03.json,pr4-20260910T114905838802Z-e08b79801f9f,e08b79801f9f2c28ad050902700287df5c4968bf,1,pr4-protected-vs-unprotected-v1,recorded,40,8,3,20,0,pr4-level-0-recorded-protected,protected,8,512,512,512,512,512,0,512,512,512,512,1,0,1178.500086158254,434450541,6.536833,8.43930815,6.536833,6.5313125,8.4303625,512,512,8,8,0,0,0,0,false,true,,4615260195331666,,,4.027479,1.2145205,0.749042,6.5835,1.2214375,0.538125,0.453042,1.062979,0.5633335,6.5070415
041-recorded-n8-unprotected-r03.json,pr4-20260910T114905838802Z-e08b79801f9f,e08b79801f9f2c28ad050902700287df5c4968bf,1,pr4-protected-vs-unprotected-v1,recorded,41,8,3,20,1,pr4-level-0-recorded-unprotected,unprotected,,512,512,512,,,,,512,512,512,1,,1220.6488720505886,419449042,6.3649585,8.27128925,6.3649585,,,512,512,8,,0,0,0,0,false,true,,,,,3.9643125,1.184833,0.7162915,6.667,1.1109165,0.5260625,0.4605415,1.1080415,0.523292,6.340604
042-recorded-n10-unprotected-r03.json,pr4-20260910T114905838802Z-e08b79801f9f,e08b79801f9f2c28ad050902700287df5c4968bf,1,pr4-protected-vs-unprotected-v1,recorded,42,10,3,21,0,pr4-level-1-recorded-unprotected,unprotected,,512,512,512,,,,,512,512,512,1,,1168.9261983444978,438008833,8.3016455,10.89019795,8.3016455,,,512,512,10,,0,0,0,0,false,true,,,,,5.0672915,1.5980415,0.8891245,6.6045,1.5946875,0.727583,0.6439795,1.4872295,0.801583,8.2738955
043-recorded-n10-protected-r03.json,pr4-20260910T114905838802Z-e08b79801f9f,e08b79801f9f2c28ad050902700287df5c4968bf,1,pr4-protected-vs-unprotected-v1,recorded,43,10,3,21,1,pr4-level-1-recorded-protected,protected,8,512,512,512,512,8,504,8,8,512,8,0.015625,0.984375,345.53503941259044,23152500,0.001625,0.0018524499999999996,22.495,22.4657705,22.794869300000002,512,8,9,8,0,0,0,0,false,true,4615265965059083,4615265975849250,true,10.790167,4.591083,1.342354,1.108687,9.9795,16.2819375,0.8662295,0.712896,1.6501665,0.6284585,22.437896
044-recorded-n12-protected-r03.json,pr4-20260910T114905838802Z-e08b79801f9f,e08b79801f9f2c28ad050902700287df5c4968bf,1,pr4-protected-vs-unprotected-v1,recorded,44,12,3,22,0,pr4-level-2-recorded-protected,protected,8,512,512,512,512,8,504,8,8,512,8,0.015625,0.984375,375.17001063513186,21323666,0.001667,0.002625,20.4452495,20.4386465,21.09306875,512,8,9,8,0,0,0,0,false,true,4615267147329000,4615267155372375,true,8.043375,4.6142085,1.3245205,0.937375,10.2915,13.634646,0.8558125,0.8392915,1.2737085,0.8314165,20.408729
045-recorded-n12-unprotected-r03.json,pr4-20260910T114905838802Z-e08b79801f9f,e08b79801f9f2c28ad050902700287df5c4968bf,1,pr4-protected-vs-unprotected-v1,recorded,45,12,3,22,1,pr4-level-2-recorded-unprotected,unprotected,,512,512,512,,,,,512,512,512,1,,1143.5661283306783,447722250,10.3240835,12.6962715,10.3240835,,,512,512,12,,0,0,0,0,false,true,,,,,6.290208,1.9908755,1.1536665,6.542,1.978646,0.9660625,0.8823125,1.8773755,0.977208,10.2995
046-recorded-n16-unprotected-r03.json,pr4-20260910T114905838802Z-e08b79801f9f,e08b79801f9f2c28ad050902700287df5c4968bf,1,pr4-protected-vs-unprotected-v1,recorded,46,16,3,23,0,pr4-level-3-recorded-unprotected,unprotected,,512,512,512,,,,,512,512,512,1,,1116.124345407786,458730250,14.0425625,17.56713925,14.0425625,,,512,512,16,,0,0,0,0,false,true,,,,,8.407271,2.621354,1.5319795,6.709,2.670063,1.3485625,1.1812705,2.6726045,1.3148535,14.0171255
047-recorded-n16-protected-r03.json,pr4-20260910T114905838802Z-e08b79801f9f,e08b79801f9f2c28ad050902700287df5c4968bf,1,pr4-protected-vs-unprotected-v1,recorded,47,16,3,23,1,pr4-level-3-recorded-protected,protected,8,512,512,512,512,8,504,8,8,512,8,0.015625,0.984375,385.08980414573244,20774375,0.001666,0.004098249999999999,20.152583,20.1463335,20.25684155,512,8,9,8,0,0,0,0,false,true,4615272195391291,4615272204285333,true,8.894042,6.0465,1.9796045,1.5759585,7.979,12.686229,0.534521,0.709,1.671729,0.638521,20.0992705
048-recorded-n32-protected-r03.json,pr4-20260910T114905838802Z-e08b79801f9f,e08b79801f9f2c28ad050902700287df5c4968bf,1,pr4-protected-vs-unprotected-v1,recorded,48,32,3,24,0,pr4-level-4-recorded-protected,protected,8,512,512,512,512,8,504,8,8,512,8,0.015625,0.984375,414.37536513591743,19306167,0.001583,0.0028671499999999984,18.5902085,18.584229,19.06584605,512,8,9,8,0,0,0,0,false,true,4615273451326666,4615273458835500,true,7.508834,4.638438,1.239188,1.801083,8.521,12.5143755,0.7054585,0.6423125,1.013979,0.54675,18.5546665
049-recorded-n32-unprotected-r03.json,pr4-20260910T114905838802Z-e08b79801f9f,e08b79801f9f2c28ad050902700287df5c4968bf,1,pr4-protected-vs-unprotected-v1,recorded,49,32,3,24,1,pr4-level-4-recorded-unprotected,unprotected,,512,512,512,,,,,512,512,512,1,,1093.853095520726,468070166,28.5873545,36.88382065,28.5873545,,,512,512,32,,0,0,0,0,false,true,,,,,16.9522705,5.518792,2.8794375,6.875,5.418229,2.8182295,2.589479,5.416146,2.648562,28.5612085
050-recorded-n8-unprotected-r04.json,pr4-20260910T114905838802Z-e08b79801f9f,e08b79801f9f2c28ad050902700287df5c4968bf,1,pr4-protected-vs-unprotected-v1,recorded,50,8,4,25,0,pr4-level-0-recorded-unprotected,unprotected,,512,512,512,,,,,512,512,512,1,,1160.0187739069645,441372167,6.613146,9.174508699999999,6.613146,,,512,512,8,,0,0,0,0,false,true,,,,,4.084292,1.228771,0.7299795,6.5835,1.195708,0.5818545,0.4790415,1.140354,0.5743545,6.586625
051-recorded-n8-protected-r04.json,pr4-20260910T114905838802Z-e08b79801f9f,e08b79801f9f2c28ad050902700287df5c4968bf,1,pr4-protected-vs-unprotected-v1,recorded,51,8,4,25,1,pr4-level-0-recorded-protected,protected,8,512,512,512,512,512,0,512,512,512,512,1,0,1174.963972322971,435758042,6.627021,8.575925,6.627021,6.6216875,8.57115395,512,512,8,8,0,0,0,0,false,true,,4615278682998583,,,4.034646,1.1947085,0.723896,6.4795,1.1438125,0.5439375,0.4816255,1.099667,0.560292,6.596458
052-recorded-n10-protected-r04.json,pr4-20260910T114905838802Z-e08b79801f9f,e08b79801f9f2c28ad050902700287df5c4968bf,1,pr4-protected-vs-unprotected-v1,recorded,52,10,4,26,0,pr4-level-1-recorded-protected,protected,8,512,512,512,512,8,504,8,8,512,8,0.015625,0.984375,361.0386576727123,22158292,0.001708,0.002167,21.361292,21.354625,21.57984605,512,8,9,8,0,0,0,0,false,true,4615280666823250,4615280675542000,true,8.71875,5.0050835,1.2638335,1.2244375,10.375,14.6963335,0.9164795,0.7312705,1.4314375,0.628333,21.321292
053-recorded-n10-unprotected-r04.json,pr4-20260910T114905838802Z-e08b79801f9f,e08b79801f9f2c28ad050902700287df5c4968bf,1,pr4-protected-vs-unprotected-v1,recorded,53,10,4,26,1,pr4-level-1-recorded-unprotected,unprotected,,512,512,512,,,,,512,512,512,1,,1151.891002313906,444486500,8.359834,10.9210561,8.359834,,,512,512,10,,0,0,0,0,false,true,,,,,5.1060415,1.6323125,0.9501455,6.584,1.577375,0.7576875,0.7014795,1.528271,0.773667,8.3302915
054-recorded-n12-unprotected-r04.json,pr4-20260910T114905838802Z-e08b79801f9f,e08b79801f9f2c28ad050902700287df5c4968bf,1,pr4-protected-vs-unprotected-v1,recorded,54,12,4,27,0,pr4-level-2-recorded-unprotected,unprotected,,512,512,512,,,,,512,512,512,1,,1107.346361775139,462366625,10.6284795,12.93257065,10.6284795,,,512,512,12,,0,0,0,0,false,true,,,,,6.4088125,1.996084,1.1853545,6.5,2.0844375,0.9868125,0.8913335,1.978729,0.984479,10.601729
055-recorded-n12-protected-r04.json,pr4-20260910T114905838802Z-e08b79801f9f,e08b79801f9f2c28ad050902700287df5c4968bf,1,pr4-protected-vs-unprotected-v1,recorded,55,12,4,27,1,pr4-level-2-recorded-protected,protected,8,512,512,512,512,8,504,8,8,512,8,0.015625,0.984375,341.0096015515937,23459750,0.001709,0.002042,22.741166,22.7335,22.89579605,512,8,9,8,0,0,0,0,false,true,4615285708042583,4615285718742583,true,10.7,5.551958,1.835292,1.331521,10.187,15.5152295,0.876854,0.665041,1.8434165,0.652187,22.7007085
056-recorded-n16-protected-r04.json,pr4-20260910T114905838802Z-e08b79801f9f,e08b79801f9f2c28ad050902700287df5c4968bf,1,pr4-protected-vs-unprotected-v1,recorded,56,16,4,28,0,pr4-level-3-recorded-protected,protected,8,512,512,512,512,8,504,8,8,512,8,0.015625,0.984375,409.626216077829,19530000,0.001708,0.0043939,18.837729,18.8312085,19.22041645,512,8,9,8,0,0,0,0,false,true,4615286907881416,4615286915494291,true,7.612875,4.088708,1.469437,0.643354,8.0415,12.8221875,1.158,0.7219375,1.239292,0.7534165,18.8036045
057-recorded-n16-unprotected-r04.json,pr4-20260910T114905838802Z-e08b79801f9f,e08b79801f9f2c28ad050902700287df5c4968bf,1,pr4-protected-vs-unprotected-v1,recorded,57,16,4,28,1,pr4-level-3-recorded-unprotected,unprotected,,512,512,512,,,,,512,512,512,1,,1030.2064789323279,496987750,15.265875,19.0704035,15.265875,,,512,512,16,,0,0,0,0,false,true,,,,,9.1975,2.955687,1.7409795,7.417,2.895521,1.4021875,1.299542,2.81925,1.4455625,15.2389165
